Nro;Ubicacion;Rotulado;Descripcion;Marca;Modelo;Matricula Nro;Motor Nro;Chassis Nro;RASP;"Modelo
Año";Valor;Estado;"Fecha
Incorporacion"
346;Centro de Salud de Itacurubi de la Cordillera (3° R.S. Cordillera);12008-01-50-7318;AMBULANCIA;RENAULT;MASTER;AANN 711;M9TA876CO47418;93YMAF4KCNJ111397;C-0012176;2022;459,415,006;Muy Bueno;7/2/2022
347;Centro de Salud de Juan de Mena (3° R.S. Cordillera);011-310-06-0203;AMBULANCIA;KIA;PREGIO;EAC 568;J2- 367767;KNFTRB11247146390;C-0005131;2004;93,515,000;Malo;16/9/2004
348;Centro de Salud de Juan de Mena (3° R.S. Cordillera);12008-310-50-0126;AMBULANCIA;IVECO;DAILY 55C17 GRAN FURGONE/2018;AAJL 370;***;93ZK53C01J8478662;***;2018;450,000,000;Bueno;7/8/2024
349;Centro de Salud de Loma Grande (3° R.S. Cordillera);011-03-27-0763;AMBULANCIA;RENAULT;KANGO;EAH 143;K9KV714D266601;8A1FC1E15CL240609;C-0008845;2012;122,852,600;Regular;24/10/2012
350;Centro de Salud de Nueva Colombia (3° R.S. Cordillera);011-318-100-0002;AMBULANCIA;HYUNDAI;STAREX;HAG 837;***;KMCWAH7HP3U539200;C-0011381;2003;78,000,000;Bueno;29/5/2017
351;HOSPITAL DISTRITAL DE PIRIBEBUY (3ª R.S. CORDILLERA);011-03-24-0451;AMBULANCIA;KIA;BESTA;***;HW035142;KNHPP735MS-B00755;***;1991;30,000,000;Regular;31/5/1997
352;HOSPITAL DISTRITAL DE PIRIBEBUY (3ª R.S. CORDILLERA);12008-206-50-0252;AMBULANCIA;HYUNDAI;GRAND STAREX/2011;AACY 537;***;KMJWSH7JP9U083846;C-0011744;2009;95,000,000;Bueno;2/12/2020
353;CENTRO DE SALUD DE PRIMERO DE MARZO (3ª R.S. CORDILLERA);011-03-24-0439;AMBULANCIA;TOYOTA;LAND CRUISER;***;3B0838289;BJ750003358;C-0001097;1998;90,000,000;Regular;31/5/1998
354;Centro de Salud de San Bernardino (3° CORDILLERA);011-03-27-0699;AMBULANCIA;RENAULT;KANGO;EAH 306;K9KV714D266805;8A1FC1E15CL289600;C-0008841;2012;122,852,600;Regular;23/10/2012
355;Centro de Salud de San Bernardino (3° CORDILLERA);12008-207-50-0239;AMBULANCIA;HYUNDAI;H1;AAHS 502;***;KMFWBX7HAMU132191;C-0011847;2021;273,000,000;Muy Bueno;11/10/2021
356;Hospital Distrital de Tobati (3° R. S. Cordillera);011-03-24-0674;AMBULANCIA;MERCEDES BENZ;SPRINTER 308 CDI F/3000;EAE 384;6.11988E+13;8AC9036617A961849;C-0008658;2007;178,000,000;Regular;12/1/2007
357;Hospital Distrital de Tobati (3° R. S. Cordillera);12008-01-60-0043;AMBULANCIA;MERCEDES BENZ;SPRINTER F3665 416 CDI;AANS 072;651958W0137331;8AC907643PE215533;C-0012348;2023;567,407,000;Muy Bueno;14/12/2022
358;Hospital Distrital de Caaguazu (5° R.S.Caaguazu);12008-12-31-0099;AMBULANCIA;MERCEDES BENZ;VITO 111 CDI;AADM 801;R9MA502C037053;WDF447603L3562391;***;2020;394,240,000;Inutilizado;28/9/2021
359;HOSPITAL DISTRITAL JUAN MANUEL FRUTOS (5ª R.S.CAAGUAZU);011-03-27-0125;AMBULANCIA;RENAULT;KANGO;EAH 170;K9KV714D265897;8A1FC1E15CL219412;***;2012;122,852,600;Muy Bueno;28/9/2012
360;HOSPITAL DISTRITAL REPATRIACION (5ª R.S. CAAGUAZU);12008-453-01-0159;AMBULANCIA;TOYOTA;LAND CRUISER;AALD 354;1HZ0991672;JTERB71J90F015915;C-0012245;2022;295,319,960;Regular;9/6/2022
361;HOSPITAL REGIONAL DE P.J.C (13° AMAMBAY);12008-01-50-7278;AMBULANCIA;RENAULT;MASTER;AANN 688;M9TA876CO47503;93YMAF4KCNJ111392;C-0012186;2022;459,415,006;Regular;7/2/2022
362;HOSPITAL REGIONAL DE P.J.C (13° AMAMBAY);011-03-27-0693;AMBULANCIA;RENAULT;KANGO;EAH 123;K9KV714D266893;8A1FC1E15CL288429;***;2012;122,852,600;Inutilizado;23/10/2012
363;HOSPITAL DISTRITAL DE MINGA GUAZU (ALTO PARANA);011-03-27-0410;AMBULANCIA;RENAULT;KANGO;EAH 140;K9KV714D267028;8A1FC1E15CL289060;C-0008895;2012;122,852,600;Malo;19/10/2012
364;HOSPITAL DISTRITAL DE MINGA GUAZU (ALTO PARANA);12008-453-01-0114;AMBULANCIA;TOYOTA;LAND CRUISER;AALF 278;985565;JTERB71J40F014557;C-0012215;2021;337,829,840;Bueno;15/3/2022
365;HOSPITAL DISTRITAL DE HERNANDARIAS (10° ALTO PARANA);12008-01-50-7246;AMBULANCIA;RENAULT;MASTER;AANN 683;M9TA876C047412;93YMAF4KCNJ111388;C-0012175;2022;459,415,006;Regular;7/2/2022
366;HOSPITAL DISTRITAL DE HERNANDARIAS (10° ALTO PARANA);011-03-27-0420;AMBULANCIA;RENAULT;KANGO;EAH 132;K9KV714D266287;8A1FC1E15CL240543;***;2012;122,852,600;Malo;19/10/2012
367;HOSPITAL DISTRITAL DE HERNANDARIAS (10° ALTO PARANA);011-310-06-0384;AMBULANCIA;TOYOTA;LAND CRUISER HT;EAJ 996;785699;JTGRB71JXE7018248;C-0010047;2014;222,841,000;Regular;15/12/2016
368;AREA PROGRAMATICA SUR (SAN ESTANISLAO- SAN PEDRO);12008-01-60-0037;AMBULANCIA;MERCEDES BENZ;SPRINTER F3665 416 CDI;AANS 038;651958W0137172;8AC907643PE215527;C-0012869;2023;567,407,000;Bueno;14/12/2022
369;SERVICIO DE TRANSPORTE (Centro Medico Nacional);011-310-06-0698;AMBULANCIA;MERCEDES BENZ;SPRINTER 313 CDI/F3550;EAF 571;6.11982E+13;8AC903662AE031200;C-0007304;2010;261,117,500;Malo;22/7/2010
370;SERVICIO DE TRANSPORTE (Centro Medico Nacional);011-218-02-0681;AMBULANCIA;MERCEDES BENZ;SPRINTER 313 CDI/F 3550;EAE772;6.11982E+13;8AC9036629E015095;C-0009174;2009;267,200,000;Malo;28/11/2008
371;SERVICIO DE TRANSPORTE (Centro Medico Nacional);011-310-06-0389;AMBULANCIA;TOYOTA;LAND CRUISER HT;EAJ 976;785623;JTGRB71JXE7018234;C-0010052;2014;222,841,000;Bueno;15/12/2016
372;SERVICIO DE TRANSPORTE (Centro Medico Nacional);011-310-06-0165;AMBULANCIA;TOYOTA;LAND CRUISER HARD TOP;EAJ 703;1HZ-0847657;JTERB71J400084238;C-0010185;2016;237,193,000;Bueno;16/6/2016
373;SERVICIO DE TRANSPORTE (Centro Medico Nacional);12008-453-01-0122;AMBULANCIA;TOYOTA;LAND CRUISER;AALF 977;985725;JTERB71J90F014585;C-0012210;2021;337,829,840;Bueno;15/3/2022
374;Hospital Distrital de Santa Rosa Misiones (8ª R.S. Misiones);011-03-24-0655;AMBULANCIA;MERCEDES BENZ;SPRINTER 308 CDI/F 3000;EAD 165;6.11988E+13;8AC9036616A933324;C-0005237;2005;154,499,999;Inutilizado;9/12/2005
375;Hospital Distrital de Santa Rosa Misiones (8ª R.S. Misiones);12008-13-01-0272;AMBULANCIA;RENAULT;MASTER/2018;AADC 217;M9TA876C034013;93YMAF4KAJJ767712;C-0011781;2018;218,889,000;Malo;13/5/2021
376;Centro de Salud de Yaguaron (9ª S.R. Paraguari);011-03-24-0401;AMBULANCIA;TOYOTA;LAND CRUISER;EAD 239;1HZ-0125886;HZJ75-0021070;C-0010637;1995;80,000,000;Regular;31/5/1997
377;Hospital Distrital de Alberdi (12ª R.S. Ñeembucu);12008-01-50-7310;AMBULANCIA;RENAULT;MASTER;AANN 692;M9TA876CO47408;93YMAF4KCNJ111396;C-0012185;2022;459,415,006;Bueno;7/2/2022
378;Hospital Distrital de Alberdi (12ª R.S. Ñeembucu);011-402-01-0001;AMBULANCIA;NISSAN;1999;***;01822E;VSKAVI260U0613350;***;1999;70,174,943;Inutilizado;6/7/1999
379;CENTRO DE SALUD NUEVA ITALIA (11ª R. SANITARIA CENTRAL);011-03-27-0194;AMBULANCIA;RENAULT;KANGOO EXPRESS CONFORT/2012;EAH 300;K9KV714D267014;8A1FC1E15CL288906;C-0010410;2012;122,852,600;Regular;11/10/2012
380;CENTRO DE SALUD SAN ANTONIO (11ª R.S CENTRAL);12008-11-06-3638;AMBULANCIA;HYUNDAI;STAREX;PNE 396;0804-153;KMCWAH7HP2U445143;***;2002;80,000,000;Regular;8/1/2019
381;HOSPITAL REGIONAL DE ENCARNACIÓN (7ª ITAPUA);12008-131-31-1292;AMBULANCIA;RENAULT;MASTER;***;M9TC678C032735;93YF62008PJ317730;***;2023;847,500,000;Bueno;3/7/2023
382;HOSPITAL REGIONAL DE ENCARNACIÓN (7ª ITAPUA);011-03-27-0691;AMBULANCIA;RENAULT;KANGO;EAH 078;K9KV714D266957;8A1FC1E15CL289698;C-0009324;2012;122,852,600;Inutilizado;23/10/2012
383;HOSPITAL REGIONAL DE ENCARNACIÓN (7ª ITAPUA);011-03-27-0238;AMBULANCIA;RENAULT;MASTER/2012;EAH 193;G9UA754C273485;93YADCUH6DJ300943;C-0009323;2012;267,804,000;Regular;11/10/2012
384;Hospital Regional de San Juan Misiones (8ª R. S. Misiones);011-13-48-1169;AMBULANCIA;HYUNDAI;H-1;***;D4BHE016104;KMFWBX7HAEU657363;***;2014;159,315,300;Inutilizado;7/10/2015
385;Hospital Regional de San Juan Misiones (8ª R. S. Misiones);011-03-27-0086;AMBULANCIA;RENAULT;KANGO;EAH 110;K9KV714D266806;8A1FC1E15CL289666;***;2012;122,852,600;Inutilizado;22/8/2012
386;Hospital Distrital de San Ignacio Misiones (8ª R.S. Misiones);011-03-24-0679;AMBULANCIA;MERCEDES BENZ;SPRINTER 313 CDI F/3000;EAE 297;6.11982E+13;8AC9036617A960815;C-0005952;2007;189,000,000;Bueno;11/1/2007
387;Hospital Distrital de San Ignacio Misiones (8ª R.S. Misiones);011-03-24-0398;AMBULANCIA;TOYOTA;LAND CRUISER;EAD236;1HZ-0126858;HZJ75-0021264;C-0002462;1995;80,000,000;Malo;7/11/2008
388;Hospital Distrital de San Ignacio Misiones (8ª R.S. Misiones);011-310-06-0296;AMBULANCIA;TOYOTA;LAND CRUISER/H T 4X4;EAJ 661;857210;JTERB71J500085639;C-0010222;2017;254,321,000;Inutilizado;14/2/2017
389;Hospital Distrital de San Ignacio Misiones (8ª R.S. Misiones);011-310-06-0156;AMBULANCIA;TOYOTA;LAND CRUISER HARD TOP;EAJ 696;1HZ-0847555;JTERB71J000084219;C-0010147;2016;237,193,000;Inutilizado;16/6/2016
390;CENTRO DE SALUD TAVAi (6ª R. S. CAAZAPA);12008-453-01-0162;AMBULANCIA;TOYOTA;LAND CRUISER;AALD 356;1HZ0991721;JTERB71J20F015920;C-0012250;2022;295,319,960;Regular;9/6/2022
391;HOSPITAL REGIONAL DE PARAGUARI (9ª R.S);12008-299-100-0001;AMBULANCIA;IVECO;DAILY 45-170 VET;***;F1CE3481C*7300306;93ZK142CZN8495501;***;2022;580,000,000;Bueno;25/4/2022
392;Hospital Distrital La Colmena (9° R.S.Paraguari);12008-453-01-0119;AMBULANCIA;TOYOTA;LAND CRUISER;AALF 407;985683;JTERB71J30F014582;C-0012216;2021;337,829,840;Muy Bueno;15/3/2022
393;Hospital Distrital La Colmena (9° R.S.Paraguari);011-305-11-0034;AMBULANCIA;TOYOTA;LAND CRUISER;EAD245;1HZ-0126008;HZJ75-0021093;C-0002218;1995;60,000,000;Regular;7/4/1997
394;Centro de Salud Pirayu (9° R.S.Paraguari);12008-310-03-0181;AMBULANCIA;IVECO;DAILY;***;***;93ZK42C01K8485065;***;2019;200,000,000;Bueno;8/5/2019
395;Centro de Salud Pirayu (9° R.S.Paraguari);011-307-28-0001;AMBULANCIA;HYUNDAI;H-1;***;D4BB6392226;KMJWSH7U792037;***;2007;131,520,000;Regular;17/3/2017
396;Administracion (Hosp.1ª R.S CONCEPCION);12008-453-01-0123;AMBULANCIA;TOYOTA;LAND CRUISER;AALF 984;985791;JTERB71J00F014605;C-0012223;2021;337,829,840;Bueno;15/3/2022
397;Administracion (Hosp.1ª R.S CONCEPCION);12008-01-60-0055;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 920;XK3763;MPATFS40JPT000625;C-0012982;2023;547,219,000;Bueno;14/12/2022
398;Servicio de Transporte (C.M.Nac);12008-01-60-0046;AMBULANCIA;MERCEDES BENZ;SPRINTER F3665 416 CDI;AANP 997;651958W0138735;8AC907643PE217163;C-0012671;2023;567,407,000;Bueno;14/12/2022
399;Servicio de Transporte (C.M.Nac);011-30-1508-0013;AMBULANCIA;KORANDO;4WD;5075;DC-23102683;KPKHB6DYIMP04197;***;1991;19,500,000;Inutilizado;5/6/1997
400;Servicio de Transporte (C.M.Nac);011-30-1508-0002;AMBULANCIA;KIA;BESTA;5375;HW-088999;KNFTPB155NS303148;***;1992;20,000,000;Inutilizado;5/6/1997
401;Servicio de Transporte (C.M.Nac);011-30-1508-0001;AMBULANCIA;KIA;BESTA;5374;HW-088998;KNFTPB155NS303186;***;1992;20,000,000;Inutilizado;5/6/1997
402;DEPARTAMENTO DE TRANSPORTE (10° ALTO PARANA);12008-01-60-0221;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 925;XM7082;MPATFS40JPT001055;C-0012501;2023;547,219,000;Bueno;23/12/2022
403;DEPARTAMENTO DE TRANSPORTE (10° ALTO PARANA);12008-01-60-0220;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AANL 302;XM7083;MPATFS40JPT001054;C-0012500;2023;547,219,000;Regular;23/12/2022
404;DEPARTAMENTO DE TRANSPORTE (10° ALTO PARANA);12008-01-60-0219;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 908;XM7081;MPATFS40JPT001053;C-0012499;2023;547,219,000;Regular;23/12/2022
405;DEPARTAMENTO DE TRANSPORTE (10° ALTO PARANA);12008-01-60-0051;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 899;XK3771;MPTAFS40JPT000620;C-0012502;2023;547,219,000;Muy Bueno;14/12/2022
406;DEPARTAMENTO DE TRANSPORTE (10° ALTO PARANA);12008-01-60-0041;AMBULANCIA;MERCEDES BENZ;SPRINTER F3665 416 CDI;AANP 982;651958W0138209;8AC907643PE215531;C-0012498;2023;567,407,000;Regular;14/12/2022
407;DEPARTAMENTO DE TRANSPORTE (10° ALTO PARANA);12008-01-60-0039;AMBULANCIA;MERCEDES BENZ;SPRINTER F3665 416 CDI;AANS 041;651958W0137060;8AC907643PE215529;C-0012497;2023;567,407,000;Malo;14/12/2022
408;Dpto. de Transporte (Hosp. Ciudad del Este - 10ª R.S. Alto Parana);011-218-02-0676;AMBULANCIA;MERCEDES BENZ;SPRINTER 313 CDI/F 3550;EAE 773;6.11982E+13;8AC9036629E014814;***;2009;267,200,000;Bueno;28/11/2008
409;Dpto. de Transporte (Hosp. Ciudad del Este - 10ª R.S. Alto Parana);011-310-06-0382;AMBULANCIA;TOYOTA;LAND CRUISER HT;EAJ 977;785264;JTGRB71J4E7018178;C-0010045;2014;222,841,000;Regular;15/12/2016
410;Dpto. de Transporte (Hosp. Ciudad del Este - 10ª R.S. Alto Parana);011-310-06-0318;AMBULANCIA;MERCEDES BENZ;Sprinter 415 CDI;UCC009;651955W0067578;8AC906633JE136879;***;2017;353,920,000;Regular;17/7/2017
411;Dpto. de Transporte (Hosp. Ciudad del Este - 10ª R.S. Alto Parana);12008-250-01-0137;AMBULANCIA;MERCEDES BENZ;903;***;***;WDB9034121P998618;***;2000;222,000,000;Regular;8/7/2021
412;Dpto. de Transporte (Hosp. Ciudad del Este - 10ª R.S. Alto Parana);12008-250-122-0109;AMBULANCIA;RENAULT;MASTER;AACB 261;M9TA876C025895;93YMAF4KCGJ774173;C-0011372;2016;750,000,000;Regular;22/2/2019
413;Dpto. de Transporte (Hosp. Ciudad del Este - 10ª R.S. Alto Parana);12008-250-122-0108;AMBULANCIA;RENAULT;MASTER;AACB 256;M9TA876C025888;93YMAF4KCGJ773595;C-0011373;2016;750,000,000;Regular;22/2/2019
414;Centro de salud de Zeballos Cue (18ª R.S. Capital);011-218-02-0675;AMBULANCIA;MERCEDES BENZ;SPRINTER 313 CDI/F 3550;EAE 771;6.11982E+13;8AC9036629E013384;C-0011320;2009;267,200,000;Malo;28/11/2008
415;HOSPITAL DISTRITAL DE SAN PEDRO DEL PARANÁ (7ª ITAPUA);011-03-24-0395;AMBULANCIA;TOYOTA;LAND CRUISER;EAD281;1HZ-0125699;HZJ75-0021018;C-0001682;1995;80,000,000;Inutilizado;7/11/2008
416;HOSPITAL DISTRITAL DE SAN PEDRO DEL PARANÁ (7ª ITAPUA);011-03-24-0393;AMBULANCIA;TOYOTA;LAND CRUISER;EAC875;1PZ0017214;PZJ75-0006711;C-0001109;1993;60,000,000;Inutilizado;7/11/2008
417;HOSPITAL DISTRITAL DE SAN PEDRO DEL PARANÁ (7ª ITAPUA);011-03-24-0377;AMBULANCIA;TOYOTA;LAND CRUISER;EAK 097;1HZ-0126868;HZJ75-0021266;***;1995;80,000,000;Inutilizado;31/5/1997
418;HOSPITAL DISTRITAL DE SAN PEDRO DEL PARANÁ (7ª ITAPUA);011-03-27-0130;AMBULANCIA;RENAULT;KANGO;EAH 100;K9KV714D266872;8A1FC1E15CL288348;C-0009322;2012;122,852,600;Inutilizado;28/9/2012
419;HOSPITAL DISTRITAL DE FRAM (7ª ITAPUA);12008-453-01-0115;AMBULANCIA;TOYOTA;LAND CRUISER;AALF 406;985477;JTERB71J60F014558;C-0012218;2021;337,829,840;Muy Bueno;15/3/2022
420;CENTRO DE SALUD GRAL. ARTIGAS (7ª ITAPUA);011-03-27-0698;AMBULANCIA;RENAULT;KANGO;EAH 289;K9KV714D266609;8A1FC1E15CL240588;***;2012;122,852,600;Inutilizado;23/10/2012
421;CENTRO DE SALUD MAYOR JULIO OTAÑO (7ª ITAPUA);011-03-27-0860;AMBULANCIA;ISUZU;TFS54HSPLMEG-05A013;EAH 450;252577;MPATFS54HDT100915;C-0009325;2013;351,310,180;Inutilizado;5/3/2013
422;CENTRO DE SALUD MAYOR JULIO OTAÑO (7ª ITAPUA);011-03-24-0396;AMBULANCIA;TOYOTA;LAND CRUISER;EAC767;1HZ-0126835;HZJ75-0021259;C-0002851;1995;80,000,000;Inutilizado;7/11/2008
423;USF CAPITÁN MIRANDA (7ª ITAPUA);011-132-117-0004;AMBULANCIA;FIAT;DUCATO CARGO 2.8 TD*;AZZ068;SOFIM814023H2246;93W244F7162006460;C-0009321;2006;205,182,180;Inutilizado;18/11/2008
424;USF CAPITÁN MIRANDA (7ª ITAPUA);011-132-117-0003;AMBULANCIA;FIAT;DUCATO CARGO 2.8 TD*;AZZ889;SOFIM8140232246 - 420947;93W244F7162006467;C-0009320;2006;279,974,394;Inutilizado;18/11/2008
425;CENTRO DE SALUD SAN COSME Y DAMIÁN (7ª ITAPUA);12008-01-60-0045;AMBULANCIA;MERCEDES BENZ;SPRINTER F3665 416 CDI;AANS 001;651958W0137198;8AC907643PE215535;C-0012865;2023;567,407,000;Muy Bueno;14/12/2022
426;CENTRO DE SALUD BELLA VISTA (7ª ITAPUA);12008-453-01-0108;AMBULANCIA;TOYOTA;LAND CRUISER;AALF 269;985436;JTERB71JX0F014532;C-0012217;2021;337,829,840;Bueno;15/3/2022
427;USF CAMBYRETA CENTRO (7ª ITAPUA);12008-131-10-0044;AMBULANCIA;HYUNDAI;STAREX;NAV038;***;KMJWSH7JP7U826986;C-0011818;2007;95,000,000;Bueno;2/3/2020
428;CENTRO DE SALUD CARLOS ANTONIO LÓPEZ (7ª ITAPUA);12008-01-60-0052;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 903;XK3770;MPATFS40JPT000621;***;2023;547,219,000;Muy Bueno;14/12/2022
429;HOSPITAL DISTRITAL TOMÁS ROMERO PEREIRA (7ª ITAPUA);011-03-24-0458;AMBULANCIA;VOLKSWAGEN;211 KOMBI FURGON/1995;BGA 977;UG215933;9BWZZZ31SP018186;***;1995;11,000,000;Inutilizado;31/5/1997
430;HOSPITAL DISTRITAL TOMÁS ROMERO PEREIRA (7ª ITAPUA);011-03-27-0408;AMBULANCIA;RENAULT;KANGO;EAH 095;K9KV714D266919;8A1FC1E15CL289015;C-0010734;2012;122,852,600;Inutilizado;19/10/2012
431;CENTRO DE SALUD ITACURUBI DEL ROSARIO (2ª R.S. SAN PEDRO);011-03-24-0664;AMBULANCIA;MERCEDES BENZ;SPRINTER 308 CDI/F3000;EAE 351;6.11988E+13;8AC9036617A955995;***;2007;189,000,000;Inutilizado;11/6/2007
432;USF - CRUCE LIBERACION (2ª SAN PEDRO);12008-17-51-0055;AMBULANCIA;HYUNDAI;STAREX;***;***;KRFEDBE2CDB001274;***;2013;31,062,486;Muy Bueno;2/11/2021
433;Hospital Regional de Villa Hayes (15ª R.S. PDTE. HAYES);12008-01-60-0054;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 922;XK3774;MPATFS40JPT000623;***;2023;547,219,000;Inutilizado;14/12/2022
434;Transporte - H. Psiquiatrico;011-03-27-0052;AMBULANCIA;RENAULT;KANGO;EAH 169;K9KV714D265902;8A1FC1E15CL219465;C-0008836;2012;122,852,600;Bueno;24/7/2012
435;Transporte - H. Psiquiatrico;12008-01-60-0042;AMBULANCIA;MERCEDES BENZ;SPRINTER F3665 416 CDI;AANS 071;651958W0137158;8AC907643PE215532;C-0012867;2023;567,407,000;Muy Bueno;14/12/2022
436;Transporte - H. Psiquiatrico;011-372-18-0025;AMBULANCIA;RENAULT;MASTER;EAG 294;G9UA724C044340;93YADCUH59J165499;***;2009;267,740,750;Inutilizado;13/10/2009
437;DPTO. SERVICIOS GENERALES (I.N.C.H.S.J.);011-310-01-0149;AMBULANCIA;MERCEDES BENZ;SPRINTER 413 CDI/F4025;EAE 936;6.11982E+13;8AC9046639E017059;C-0009229;2009;255,900,000;Regular;22/7/2009
438;HOSPITAL REGIONAL DE PILAR (12° ÑEEMBUCU);011-03-24-0676;AMBULANCIA;MERCEDES BENZ;SPRINTER 308 CDI F/3000;EAE 506;6.11982E+14;8AC9036617A958347;***;2006;178,000,000;Malo;11/1/2007
439;PUESTO DE SALUD YBYTYMI (9ª R.S. PARAGUARI);011-03-27-0418;AMBULANCIA;RENAULT;KANGO;EAH 068;K9KV714D267061;8A1FC1E15CL288316;C-0009177;2012;122,852,600;Regular;19/10/2012
440;CENTRO DE SALUD ALEJO GARCÍA - AYOLAS (8°R.S. MISIONES);011-13-48-1163;AMBULANCIA;MERCEDES BENZ;SPRINTER 308 CDI/F3000;EAJ 369;6.11988E+13;8AC903661CE059769;C-0010561;2011;236,463,000;Malo;28/9/2012
441;CENTRO DE SALUD 25 DE DICIEMBRE (2°R.S. SAN PEDRO);12008-17-118-0150;AMBULANCIA;HYUNDAI;GRAND STAREX;AAHL 202;***;KMJWS37JBAU210953;***;2010;150,000,000;Bueno;14/7/2022
442;CENTRO DE SALUD TACUATI (2°R.S. SAN PEDRO);011-03-27-0856;AMBULANCIA;ISUZU;TFS54HSPLMEG-05A013;EAH 441;252573;MPATFS54HDT100920;***;2013;351,310,180;Muy Bueno;5/3/2013
443;PS CORONEL PANCHITO LOPEZ (C.S.YABEBYRY-8° R.S. MISIONES);011-218-01-0001;AMBULANCIA;TOYOTA;LAND CRUISER;EAC688;1HZ-0126469;HZJ75-0021178;C-0002343;1995;87,820,200;Inutilizado;13/11/2008
444;USF EDELIRA KM 65 (7ª ITAPUA);011-03-27-0053;AMBULANCIA;RENAULT;KANGO;EAH 099;K9KA700D185172;8A1FCG715CL994519;***;2012;122,852,600;Inutilizado;24/7/2012
445;CENTRO DE SALUD YATYTAY KM 16 (7ª ITAPUA);011-03-24-0413;AMBULANCIA;MERCEDES BENZ;SPRINTER;***;6.17931E+14;WDB460333-17-048659;C-0001181;1986;30,000,000;Regular;31/5/1997
446;CENTRO DE SALUD YATYTAY KM 16 (7ª ITAPUA);12008-131-05-0059;AMBULANCIA;RENAULT;MASTER;***;M9TC678C032449;93YF62004PJ284824;***;2023;847,500,000;Muy Bueno;1/8/2023
447;USF SAN RAFAEL DEL PARANÁ KM 10 (7ª ITAPUA);011-03-24-0397;AMBULANCIA;NISSAN;1999;EAC707;TD25193824;CJGE24-003036;C-0003831;1994;70,000,000;Inutilizado;7/11/2008
448;USF SAN RAFAEL DEL PARANÁ KM 10 (7ª ITAPUA);12008-131-35-0056;AMBULANCIA;MERCEDES BENZ;SPRINTER 519 CDI;AATX786;***;WDB9061531N700408;***;2017;242,000,000;Muy Bueno;6/2/2025
449;USF ALBORADA 1 (7ª ITAPUA);12008-453-01-0116;AMBULANCIA;TOYOTA;LAND CRUISER;AALF 980;985603;JTERB71J40F014560;C-0012219;2021;337,829,840;Muy Bueno;15/3/2022
450;TRANSPORTE (SEME);12008-310-03-0133;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 150;651958W0112704;8AC907643ME189786;C-0011872;2021;743,562,080;Bueno;25/10/2021
451;TRANSPORTE (SEME);12008-310-03-0132;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 152;651958W0112873;8AC907643ME189740;C-0011871;2021;743,562,080;Bueno;25/10/2021
452;TRANSPORTE (SEME);12008-310-03-0131;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 174;651958W0112860;8AC907643ME189739;C-0011870;2021;743,562,080;Malo;25/10/2021
453;TRANSPORTE (SEME);12008-310-03-0130;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 190;651958W0112862;8AC907643ME189738;C-0011869;2021;743,562,080;Bueno;25/10/2021
454;TRANSPORTE (SEME);12008-310-03-0129;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 176;651958W0112619;8AC907643ME189494;C-0011868;2021;743,562,080;Bueno;25/10/2021
455;TRANSPORTE (SEME);12008-310-03-0128;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 158;651958W0112577;8AC907643ME189623;C-0011882;2021;559,072,714;Bueno;25/10/2021
456;TRANSPORTE (SEME);12008-310-03-0127;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 183;651958W0112490;8AC907643ME189549;C-0011881;2021;559,072,714;Bueno;25/10/2021
457;TRANSPORTE (SEME);12008-310-03-0126;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 178;651958W0112512;8AC907643ME189495;C-0011880;2021;559,072,714;Muy Bueno;25/10/2021
458;TRANSPORTE (SEME);12008-310-03-0125;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 154;651958W0112648;8AC907643ME189625;C-0011879;2021;559,072,714;Muy Bueno;25/10/2021
459;TRANSPORTE (SEME);12008-310-03-0124;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 173;651958W0112696;8AC907643ME189626;C-0011878;2021;559,072,714;Regular;25/10/2021
460;TRANSPORTE (SEME);12008-310-03-0123;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 156;651958W0112506;8AC907643ME189550;C-0011877;2021;559,072,714;Regular;25/10/2021
461;TRANSPORTE (SEME);12008-310-03-0122;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 159;651958W0112753;8AC907643ME189628;C-0011876;2021;559,072,714;Bueno;25/10/2021
